X,Y,Z
-5000,-4872.85737033347,2556.81333101074
-5000,-4866.08250706701,-1349.01698940725
-5000,-4706.61459072279,-4108.45905076322
-5000,-4560.01742740096,964.359666454309
-5000,-4547.39384234608,-410.884225856586
-5000,-4519.66210305138,3025.31565018178
-5000,-4435.68841088378,396.827175517224
-5000,-4427.31798471068,-2547.29172280084
-5000,-4266.16628897089,-3773.88172280203
-5000,-4209.37005304343,1282.30863091672
-5000,-4113.79464480424,-1483.19311457291
-5000,-4073.06844973178,4316.19087821228
-5000,-3998.61005755231,1241.72274558076
-5000,-3934.96314704756,923.476102249517
-5000,-3809.67060242485,-2329.36103653559
-5000,-3505.79987614971,2439.60639803962
-5000,-3160.9915908559,3668.52224946907
-5000,-2897.59141411251,288.901642274303
-5000,-2779.71438908079,-3244.96239808851
-5000,-2778.66251188592,2206.82508489744
-5000,-2691.57323766101,-1126.55329185837
-5000,-2602.2578268195,2880.14555663
-5000,-2564.86128944441,-1330.47391306341
-5000,-2456.20339955356,-2657.38387812609
-5000,-2432.17457103533,-3042.63852110194
-5000,-2429.63780368038,1192.46496680503
-5000,-2285.37593637789,-1294.23920020719
-5000,-1980.646304769,3104.21465993047
-5000,-1885.81724045037,4304.47317215295
-5000,-1832.60798588856,-4442.89166913915
-5000,-1823.22140012199,290.683235674212
-5000,-1770.83504212766,2589.6427585874
-5000,-1730.49364760457,-1584.90290947253
-5000,-1690.28799022273,1083.3790173988
-5000,-1568.74135130602,-712.470563064057
-5000,-1525.23346506892,2224.38202222794
-5000,-1332.26025692466,4449.60978106156
-5000,-1194.62051862425,2791.97432075776
-5000,-1126.71993264818,4747.84309165573
-5000,-1113.88857078746,3782.59616936743
-5000,-1099.7597181318,-3498.00726232382
-5000,-1032.75823239689,-3930.21641597039
-5000,-1028.65263600888,0.015221859663427
-5000,-961.751027590173,3156.62516012837
-5000,-731.749344336892,-1448.85070583919
-5000,-730.487962622236,1855.54491806651
-5000,-561.292731474646,2432.06024610751
-5000,-514.068744165381,4019.84708744789
-5000,-476.615832602555,-1280.5382244246
-5000,-424.768298245947,2438.90343590154
-5000,-283.275356566054,933.891906571597
-5000,-281.724644649797,3536.49433861641
-5000,-164.470951784556,-3645.76776975669
-5000,-26.7677428770708,-3530.30197874937
-5000,127.505239762082,-1252.26830164535
-5000,215.344816075578,-4722.96002279038
-5000,219.832056652714,1547.39993402217
-5000,346.991808315544,-355.331480048224
-5000,365.573051258324,-447.706374220298
-5000,598.350872167653,-242.484499556541
-5000,749.662862224878,3843.64876445069
-5000,1000.775202406,1139.47708819548
-5000,1003.09122308877,-3286.42572353727
-5000,1026.01054918311,-4860.53209466251
-5000,1046.11706766861,1788.56189644159
-5000,1194.16708449381,2524.20597801391
-5000,1267.55444478739,-4446.96716704255
-5000,1627.86460746779,450.994674718855
-5000,1846.30617244491,-923.970593359659
-5000,2079.61755137113,2353.86167246439
-5000,2103.41205632157,-2260.48027008985
-5000,2297.16565005442,-2351.88553803245
-5000,2315.81765375918,4091.04323119117
-5000,2352.95881316785,-4333.08370987709
-5000,2627.09113694637,1730.26194557632
-5000,2685.05139773563,-3256.3901885425
-5000,2818.62465634076,378.700572215921
-5000,3028.59273721468,3838.84536454666
-5000,3254.23450499493,1899.31110932199
-5000,3411.9230946411,3287.08706342088
-5000,3498.43532509654,-3572.39428580983
-5000,3565.49103718811,-2132.46832683517
-5000,3661.40876230168,200.799658762158
-5000,3806.1067662756,-3937.37836358058
-5000,4268.99144661317,2473.37106164901
-5000,4321.31901781948,-3598.00449626768
-5000,4516.05011482006,127.577383940598
-5000,4583.30546841803,-4734.57668717026
-5000,4590.6972436687,-422.156804273222
-5000,4726.03596082898,3929.70319677292
-5000,4917.7334003533,2912.43041845257
-4995.91838936805,1956.76737973369,1769.17430952256
-4902.46883794863,-94.4166207700482,672.934600297983
-4897.9224016491,-4362.03473939685,1312.21633831054
-4845.08073283386,1462.43827903822,-85.8584979188063
-4833.38316603981,1700.44016001606,-4028.8396946924
-4801.86959698975,-3582.07213390288,-1984.64462751909
-4779.75109652657,-2344.06989304822,-3220.67869193697
-4778.60000563849,5000,-1494.68012704236
-4745.53953435397,3309.54611875961,-4101.31881632114
-4741.19356786378,-378.567447110398,1578.804023168
-4737.93168805124,-5000,3732.66449817433
-4677.06527617311,1542.78684951119,-2987.78613940108
-4668.25542612177,2564.41390693882,1131.01493516207
-4645.06298240691,-4013.03042006628,-4280.17502219044
-4642.45937836692,-4593.49833680742,3474.40935702149
-4628.93500514492,-4623.92424534162,-3379.01806989156
-4571.84128933919,-731.76490888297,4020.15092057908
-4565.75792650676,973.668456715803,-249.852342702499
-4554.82293054323,156.107720828442,5000
-4537.55944532078,2428.70864022709,-631.52951422848
-4531.87720662466,656.546568365086,-4461.362601052
-4518.7611476125,2882.08375528358,694.061209470425
-4464.31365797202,-3357.94869264603,1667.83281348784
-4463.68735379139,-4886.22789661029,-2725.99859426592
-4437.424910375,-1542.88317408878,3661.64513403437
-4422.28950725118,715.442990850514,4148.53114128022
-4410.28259747553,-1045.28868406092,-5000
-4403.60727755624,-4592.70038720672,-3723.58682101653
-4397.29493631101,1830.1361867125,-2506.42937971872
-4383.69077915118,605.021236298684,5000
-4367.72812969583,2076.92333379447,1425.12626491372
-4366.88748213927,-3819.61253713339,-2675.94087134222
-4364.3405761474,-5000,3075.00067848884
-4326.70685705914,-3313.35506887951,-3148.29031733543
-4325.93534522974,-1636.01576929022,687.287707327499
-4314.49442587369,3019.10780590509,406.19185737708
-4313.76832575146,-563.93752595661,-133.083517332063
-4310.41849023409,5000,-4411.12283861205
-4291.2543332253,4599.40615360099,5000
-4283.65344231607,782.214621001764,4731.05726019267
-4275.03899601177,280.742455792943,5000
-4262.20940972175,-903.476370917789,-5000
-4250.34906526807,4355.45710117692,5000
-4242.63293207097,-5000,-1891.82706138378
-4224.87904616298,1018.43605070981,1905.69831751946
-4223.07600315043,-1771.37115843877,1892.94507460088
-4210.6959543032,-1730.15353464306,-1888.43185450096
-4149.95874864043,-5000,-4293.25167629091
-4139.83987317681,148.224702947496,-5000
-4102.31621428781,4431.47429291086,-2415.60705080457
-4085.87573408055,-1200.84449151643,-5000
-4052.34173484081,-5000,1355.7031235774
-4012.39270998318,-1834.8453603863,3726.07429706474
-3949.01857827991,-2074.5740788911,-4102.45285721345
-3946.69720504164,-5000,3540.84755127942
-3941.62191782659,-2541.21008300394,4386.14290663014
-3936.74189396395,-815.010304383299,5000
-3935.66950286621,-221.024131726583,1238.27483308518
-3927.63123837517,3971.44880669682,3989.56636951461
-3902.89572773884,-3088.9993237149,1630.40870061951
-3868.12247744941,1284.55208881491,2507.95188151583
-3831.21985516059,3507.15877538373,965.904437966886
-3786.81574078267,4843.24926450574,1101.85560042605
-3779.58706323983,2768.76779575297,-2930.32195471563
-3767.53791624575,756.658513759222,2570.50459685003
-3736.69743835885,-973.397803807633,2686.98807733915
-3655.86794161053,-2561.94305782553,5000
-3634.45936732771,1213.13905013493,4050.24673685265
-3628.8074308068,-4587.61306219392,4681.3589361279
-3558.93159825572,-5000,3336.89271681722
-3543.18800486655,-5000,1968.08629923084
-3496.54007033917,-4290.83309731229,1172.81001896321
-3496.37091092846,-696.631470477054,1531.62191440463
-3482.77574037465,2116.61032978454,4198.39286257169
-3457.83167560648,-4229.12624197928,1555.86418738945
-3453.7495830052,-2903.72992487522,4589.29175869421
-3418.29014619929,5000,1434.77003819485
-3411.10095297855,-424.909542548987,-5000
-3381.94352263597,-2014.29877013302,-4270.86180286394
-3381.48967918435,2792.75267863163,3344.15385990426
-3365.54201309952,3426.34108505962,-2178.65524259573
-3353.52228170234,-2658.59118070843,5000
-3353.12058222035,3082.95543817606,2986.00711651426
-3330.97683930299,-192.554020631002,767.786431203294
-3286.85924593133,-2974.02552709837,3459.42089366925
-3252.76362536888,386.447498381996,875.664562809716
-3193.28962195469,4956.52572546604,5000
-3183.76253826938,-2636.9787828253,-5000
-3132.55886825909,-2477.77804858886,-18.8121899238568
-3127.03672616569,2903.73641347257,467.769085676664
-3118.66362985694,3167.45706181989,926.242622903726
-3115.7239937972,-814.320182024368,-801.001503680503
-3093.68097161333,504.855793962775,190.215289626727
-3089.67308499266,-3525.67520974636,-3568.40727676765
-3084.82362850467,594.686233675939,1354.51266409409
-3056.33359422777,999.467459856282,5000
-3048.36888233805,-2547.3639288818,2298.33794672485
-2994.47150044517,-5000,1259.87007037014
-2986.51011041048,-3997.31782735063,2302.07283132353
-2986.31280160509,-4387.10103169164,-366.71570439906
-2969.40250126496,1406.65104185053,2094.97168441098
-2968.73708555886,-835.022338979809,-4918.29134699381
-2895.93436936923,1368.51452280352,-2002.05617326184
-2843.90956049885,-3123.85811683023,5000
-2842.11048487333,-5000,471.198127263159
-2834.85811065107,-2402.68161026534,3706.40903851621
-2793.92468518926,-3116.18560171035,-513.773974660901
-2792.29860490794,5000,4736.14938638688
-2781.39357265528,4334.48849285431,-5000
-2746.01690991268,3619.88483228078,3319.02036967736
-2735.73864867041,4334.7976314327,-1158.0041120667
-2732.62655978701,3173.87799493308,-1253.96384006569
-2713.51983737423,2768.20364613302,-4216.7934866811
-2705.11635183855,2724.75473679113,209.559653063315
-2677.92026474569,-2636.29494613645,-4264.98243282158
-2639.76796077274,-2885.06730731208,2684.63195984258
-2629.90751246813,-2843.64608887052,-2734.93360670101
-2620.55874300038,2573.00278259517,5000
-2558.61843911067,-2372.71621498393,3461.18778183696
-2558.22695403246,2942.37905225634,-2002.4004020602
-2556.99566448664,4442.37920643136,-3160.32796331038
-2520.59504579702,2704.46472649792,2786.33384317137
-2514.9777610282,-1076.90801464736,-2360.48997091467
-2470.45984035823,-3863.37174097604,-4506.98479799321
-2446.27314653107,1373.72966518059,-2438.82758059225
-2438.33403198682,1949.28385329019,-4240.40876203936
-2430.32442495684,2492.59944991985,-5000
-2429.25437488962,-1243.579648126,2720.59759159582
-2414.47353666484,-849.026396101761,-3329.22657332843
-2406.55684813261,1553.72190916102,2981.06732438274
-2404.00490826933,117.226869004377,-4832.9411747539
-2395.64019653782,-119.973703180315,2506.29549538455
-2392.33093833262,-2788.67312895647,-153.262345847898
-2357.32332415099,-3978.94082377783,-3712.33910970985
-2345.28127734759,-3451.81618422104,2481.30622919476
-2318.33342960861,-5000,3077.37824990617
-2274.23620732417,1886.7944044507,3789.67674392776
-2273.23100033529,-997.119451403975,3158.27000080394
-2254.24596254165,2436.54255627196,2425.05814136151
-2253.4458059737,1535.25248123995,-3228.86436047797
-2189.80705200214,5000,-4650.91555074587
-2188.50524220757,2097.4606904741,-4434.40067871513
-2170.23239774886,-4096.64564367117,5000
-2166.88121009537,1396.09493378098,5000
-2152.91734216583,-5000,4032.0536847076
-2109.62246188334,4607.12071436619,5000
-2108.23336608646,-3665.72367124177,389.165966663762
-2074.82170008288,2676.84055965415,-5000
-2071.1049254666,4244.89005528479,-2447.3561755707
-2033.28362992771,-5000,-1495.90193092838
-2033.25644272164,-4865.30820637923,2322.528469226
-2020.03735496558,-13.8691441656208,-5000
-1994.91457542075,5000,4210.28056631406
-1993.0511691762,-583.626826635024,-4381.51774328181
-1987.85122394199,-5000,114.817859327749
-1979.2166521355,-3031.76700765613,1464.07268224517
-1976.3601228957,-636.977474317082,-2204.53441950196
-1967.20584138617,735.587853598221,-1791.44236131533
-1959.7032688218,-3760.91767555766,4797.89980168489
-1921.17214367799,4023.54136107669,-4239.69943339324
-1913.90102083919,-5000,-528.991986408167
-1913.65157229474,658.792262492777,-2053.58803643263
-1903.57591142826,4616.10307835296,-3945.18109835403
-1838.89283938742,45.9084458449079,-3327.47236662416
-1834.8824757604,4292.85772495863,-5000
-1827.4342002489,-1648.39626907614,-1547.27202047728
-1825.07983650809,-4061.56376308928,5000
-1824.9495825332,-4478.62663682293,2381.53247841767
-1804.43496642929,-125.481945182031,-2904.76845004073
-1768.36631086668,3611.11350022682,1302.35594993159
-1760.28009020591,-100.847387880996,-2161.86617951344
-1723.79412288732,-10.9155985317666,-5000
-1714.324078827,2687.77286668013,-322.869727028028
-1696.85726928882,4633.57939662882,4469.7931162593
-1688.02675109733,3264.63107973665,-3397.74222253306
-1687.9610282177,5000,1177.15310769089
-1678.84298934076,-3136.82305666654,1160.98133744767
-1668.94292631907,-2095.64445248237,2000.7498810709
-1638.21381065445,-2001.95466930316,1739.68347518704
-1630.79438494195,-1627.7545400243,-2431.43756672781
-1606.50179312531,5000,314.908956809084
-1592.7428138185,-5000,-3331.87517089938
-1574.65981391307,298.460551002785,2855.46447150688
-1561.9368141303,4624.04884276696,3593.21278741863
-1548.58886727104,-98.2144255899202,-4227.9844913351
-1538.64137353927,-650.382714172144,2840.70790805912
-1489.57061795279,4386.19018971233,1992.54195980958
-1465.67232088247,-2716.32934866515,2555.56071368742
-1462.5326550549,-2061.1894796973,4271.08530302224
-1410.4247519827,-1801.71988954496,2327.68588257511
-1370.47673295522,544.724842807719,-2522.27527979119
-1347.78169267974,-3126.4867109101,-5000
-1289.85348481225,-922.684354973808,2795.09947323115
-1287.5492143397,510.037087201225,-3113.48050250706
-1195.86508286475,1713.51827928881,-2864.80604719042
-1191.06447425374,4854.01252903279,3310.70161072481
-1172.37821295477,3442.62672615013,-67.954334003678
-1164.21722372438,4444.28286971334,3053.98346259342
-1139.28564155133,-881.152943100944,-5000
-1122.31996570061,-2622.92397988768,-1872.3566919596
-1115.62918680786,-2644.33441256991,-4686.32069539784
-1061.35395684506,-3390.18109115154,-2144.22934907679
-1042.35387041865,-3835.56683670731,1322.40942771576
-1029.0689812948,-5000,-2318.12850182297
-1021.46911361414,4270.80141946141,-2415.39333624588
-1007.60012282569,5000,3090.79616140672
-1001.0229248571,-1870.25182089103,120.667151387046
-950.257296144078,1499.49936863303,2966.68000651468
-949.22480432159,5000,-4331.0400569523
-943.883047879913,-1796.63283259212,-2999.87574297452
-939.621197616654,-3684.98516091987,-605.647591962363
-924.116992474872,-1871.61122667849,-1439.10685171816
-921.723081166874,-5000,2627.22017736635
-910.643496863629,-450.056741007482,-1105.08540016829
-908.524734493589,3603.37968043794,1710.26256478597
-885.05274629301,5000,-1223.84486893666
-859.66131957779,-2117.32262155939,5000
-816.786552340955,1153.60241984912,3248.23555409033
-777.434329676149,5000,2312.15287707315
-775.312506684465,1207.43249816536,3820.471398528
-720.662959498911,1395.74107118604,-3368.76689505706
-704.26011590517,1397.35574361483,-2062.10024317056
-658.666884309651,-2631.64145942732,2307.07644646147
-650.511828604231,5000,1002.08725958384
-628.303131437458,3941.83493952219,-2970.13746682894
-611.897627660977,-1832.7227813926,3058.5871537184
-600.293524099337,2058.66606159803,544.869717003619
-541.389696544848,-4477.10912074193,229.79011253271
-533.710007971979,-580.055111920089,-1355.23468988366
-514.141679471809,3603.84491387508,-1790.11529514643
-503.316277716019,-2536.20202748796,434.485855444772
-465.372955518574,308.12634250627,-2814.46533546512
-436.455355049266,-1018.12076494026,319.488721381171
-425.685083763202,-2747.83684877655,-2647.37640701039
-418.74576243275,632.329806281322,-4816.96976636464
-414.147359128009,-213.361934866363,-3902.442133719
-403.88275820486,-1325.2405856818,-4191.238712224
-397.875958023511,2315.67886379874,-4449.70523441582
-392.074020409426,-1116.11102244978,-1281.25884910726
-381.467276296109,172.279256578303,-1186.26355630822
-371.3647187537,-1299.16849353423,-4433.05606033993
-368.865902150036,-3149.50771607562,-931.872482803781
-330.447858179871,2793.11421678497,-3911.93531027542
-329.180988389027,-29.0710892014554,5000
-282.135790835826,-1268.68413518342,1519.21346714945
-270.578233818549,261.710661713484,2529.95981221472
-203.022377696583,-4050.4016749952,4380.48543607846
-185.834471623048,-1015.99448022286,3503.63552234271
