X,Y,Z
-3512.12594512394,-404.979103320158,-500
-826.711283177028,226.126989945019,-500
-3181.83808795686,151.850100006258,318.205894642448
-1929.53238410003,108.400845346282,-0.786882742922217
-2024.41608957997,-500,-313.165070078707
-2323.38920016757,-71.012294660458,297.870754283097
-3449.63264509039,-144.842051888255,171.715758761894
-4173.94384524883,33.2672984059111,-500
-3079.42375967721,104.273670959877,-500
-3128.15310165583,291.66119757681,218.054960707695
-1958.79173514694,114.169942843126,-325.954298674494
147.723911234192,170.890609581654,-332.323300384175
-1537.93061123045,500,398.703158402811
669.713064161411,-154.034754426643,205.10787964038
-472.203575007085,-201.454825993499,260.529013263423
1420.41208784988,34.5184054987683,114.141112117339
-2423.27820374441,-364.056634612063,334.048229225033
1481.8651122767,-242.86501776371,-351.238730327768
546.17566633094,500,-275.882596484106
-1082.80722210092,-68.7160618039392,238.958423042966
2315.72959335963,490.579233198023,-199.910127862549
-1767.0938703176,265.608771579383,500
1319.672058946,-500,-292.919257117071
2995.23503720289,342.918909852125,-31.9674028131336
3100.77004810686,216.528673349028,404.82732379311
3220.45837798502,-243.703331153308,346.726253723034
2330.14014502607,334.338315281425,193.399172285622
-787.781102731041,-435.217931966297,500
3965.06458500721,-14.6318438933278,-206.847917144566
469.148871894181,-326.670872737188,-330.269786094952
4417.58197113286,-166.578870825741,120.998474631548
621.587310787169,500,411.795323271371
4824.09874614606,143.9163178571,39.4249930014681
5000,-202.252076122608,260.705860635612
1781.789933439,-408.279780026563,-465.73230236791
4516.84438459055,13.7021538326212,191.622047894531
2837.48166982183,326.924436201642,-260.599387853466
5000,-10.9123393011085,138.872240038616
5000,300.316348054142,115.435676374726
2804.23899723811,500,98.5069701618498
3959.59822010861,500,-114.664350356616
5000,-14.0725596141766,281.931898702774
5000,-143.414420351492,218.690227529327
5000,307.50626190705,-131.057049605648
5000,-31.8043625940113,-200.10393428969
5000,-24.3939133305471,-161.974770248318
5000,-460.898289390296,-273.23245049489
5000,270.675162840378,-248.900081210053
5000,-192.583780408597,50.2861991895686
